result_id,evidence_layer,protocol,execution_environment,job_id,experiment_code,experiment_name,split,split_sha256,development_status,encoder,connector,seed,epoch,checkpoint,checkpoint_sha256,augmentation,original_run_name,input_mode,reason_mode,graph_source,oracle,model_arm,comparator_arm,n_questions,n_images,metric,model_score,comparator_score,effect,ci_lower,ci_upper,ci_level,bootstrap_unit,bootstrap_resamples,effect_excludes_zero,eos_rate,cap_rate,mean_generated_tokens,source_artifact,source_artifact_sha256,source_commit,notes
corrected_confirm3000:bridge_clip_w1_bf16_v1_ep5::bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__confirm_3000_qids__image_only__direct::exact,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_confirm3000:bridge_clip_w1_bf16_v1_ep5,bridge_clip_w1_bf16_v1_ep5,confirm_3000_qids,,confirmatory_result,clip,mlp256,42,5,bridge_clip_w1_bf16_v1_ep5,,none,bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__confirm_3000_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,3000,3000,exact,51.333333,28.7,22.633333,,,,,,,100,0,2.245333,outputs/eval/confirm/bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__confirm_3000_qids__image_only__direct_records.json,96c14e93857e9e6072d4444baefd72141836ba3467d64c9909c06f3aa2eb088c,,corrected ChatML + supervised EOS; primary metric exact_full
corrected_tune500:bridge_clip_w1_bf16_v1_ep4::bridge_clip_w1_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_tune500:bridge_clip_w1_bf16_v1_ep4,bridge_clip_w1_bf16_v1_ep4,tune_500_qids,,development_result,clip,mlp256,42,4,bridge_clip_w1_bf16_v1_ep4,,none,bridge_clip_w1_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,500,481,vqa_soft,53,33.8,19.2,,,,,,,100,0,2.246,outputs/eval/tuning/bridge_clip_w1_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json,a0f1bd608288ef5fe69c67442e51f89f7b40c7a45469b8b9d1deaf3d450dee27,,corrected ChatML + supervised EOS on the development tuning slice
corrected_tune500:bridge_clip_w1_bf16_v1_ep5::bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_tune500:bridge_clip_w1_bf16_v1_ep5,bridge_clip_w1_bf16_v1_ep5,tune_500_qids,,development_result,clip,mlp256,42,5,bridge_clip_w1_bf16_v1_ep5,,none,bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,500,481,exact,51,31,20,,,,,,,100,0,2.236,outputs/eval/tuning/bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json,376cfbe579257cc7cf4380bb01011797357efcffe5ca7a1c305fbc92b6331685,,corrected ChatML + supervised EOS on the development tuning slice
corrected_tune500:bridge_clip_w1_bf16_v1_ep5::bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_tune500:bridge_clip_w1_bf16_v1_ep5,bridge_clip_w1_bf16_v1_ep5,tune_500_qids,,development_result,clip,mlp256,42,5,bridge_clip_w1_bf16_v1_ep5,,none,bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,500,481,exact_full,51,31,20,,,,,,,100,0,2.236,outputs/eval/tuning/bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json,376cfbe579257cc7cf4380bb01011797357efcffe5ca7a1c305fbc92b6331685,,corrected ChatML + supervised EOS on the development tuning slice
corrected_tune500:bridge_clip_w1_bf16_v1_ep5::bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_tune500:bridge_clip_w1_bf16_v1_ep5,bridge_clip_w1_bf16_v1_ep5,tune_500_qids,,development_result,clip,mlp256,42,5,bridge_clip_w1_bf16_v1_ep5,,none,bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,500,481,vqa_soft,51.2,33.8,17.4,,,,,,,100,0,2.236,outputs/eval/tuning/bridge_clip_w1_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json,376cfbe579257cc7cf4380bb01011797357efcffe5ca7a1c305fbc92b6331685,,corrected ChatML + supervised EOS on the development tuning slice
corrected_tune500:bridge_clip_w1qf_bf16_v1_ep1::bridge_clip_w1qf_bf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_tune500:bridge_clip_w1qf_bf16_v1_ep1,bridge_clip_w1qf_bf16_v1_ep1,tune_500_qids,,development_result,clip,qformer32,42,1,bridge_clip_w1qf_bf16_v1_ep1,,none,bridge_clip_w1qf_bf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,500,481,exact,40.6,30.6,10,,,,,,,100,0,2.236,outputs/eval/tuning/bridge_clip_w1qf_bf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json,9abcd8b54d3c1f4ced983735ec3039f5a6a704b4de1277cb7ef6df035a5e5b3f,,corrected ChatML + supervised EOS on the development tuning slice
corrected_tune500:bridge_clip_w1qf_bf16_v1_ep1::bridge_clip_w1qf_bf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_tune500:bridge_clip_w1qf_bf16_v1_ep1,bridge_clip_w1qf_bf16_v1_ep1,tune_500_qids,,development_result,clip,qformer32,42,1,bridge_clip_w1qf_bf16_v1_ep1,,none,bridge_clip_w1qf_bf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,500,481,exact_full,40.6,30.6,10,,,,,,,100,0,2.236,outputs/eval/tuning/bridge_clip_w1qf_bf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json,9abcd8b54d3c1f4ced983735ec3039f5a6a704b4de1277cb7ef6df035a5e5b3f,,corrected ChatML + supervised EOS on the development tuning slice
corrected_tune500:bridge_clip_w1qf_bf16_v1_ep1::bridge_clip_w1qf_bf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_tune500:bridge_clip_w1qf_bf16_v1_ep1,bridge_clip_w1qf_bf16_v1_ep1,tune_500_qids,,development_result,clip,qformer32,42,1,bridge_clip_w1qf_bf16_v1_ep1,,none,bridge_clip_w1qf_bf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,500,481,vqa_soft,41.4,33.2,8.2,,,,,,,100,0,2.236,outputs/eval/tuning/bridge_clip_w1qf_bf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json,9abcd8b54d3c1f4ced983735ec3039f5a6a704b4de1277cb7ef6df035a5e5b3f,,corrected ChatML + supervised EOS on the development tuning slice
corrected_tune500:bridge_clip_w1qf_bf16_v1_ep1::bridge_clip_w1qf_bf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell::exact,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_tune500:bridge_clip_w1qf_bf16_v1_ep1,bridge_clip_w1qf_bf16_v1_ep1,tune_500_qids,,development_result,clip,qformer32,42,1,bridge_clip_w1qf_bf16_v1_ep1,,none,bridge_clip_w1qf_bf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell,image_only,direct,,,bridge (vision),text-only floor,500,481,exact,40.4,31,9.4,,,,,,,100,0,2.238,outputs/eval/tuning/bridge_clip_w1qf_bf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell_records.json,7d13b96c9a67478cdb1ffa7fed76a1f1ae9faad878cc32ab9b104cff31ce22df,,corrected ChatML + supervised EOS on the development tuning slice
corrected_tune500:bridge_clip_w1qf_bf16_v1_ep1::bridge_clip_w1qf_bf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell::exact_full,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_tune500:bridge_clip_w1qf_bf16_v1_ep1,bridge_clip_w1qf_bf16_v1_ep1,tune_500_qids,,development_result,clip,qformer32,42,1,bridge_clip_w1qf_bf16_v1_ep1,,none,bridge_clip_w1qf_bf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell,image_only,direct,,,bridge (vision),text-only floor,500,481,exact_full,40.4,31,9.4,,,,,,,100,0,2.238,outputs/eval/tuning/bridge_clip_w1qf_bf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell_records.json,7d13b96c9a67478cdb1ffa7fed76a1f1ae9faad878cc32ab9b104cff31ce22df,,corrected ChatML + supervised EOS on the development tuning slice
corrected_tune500:bridge_clip_w1qf_bf16_v1_ep1::bridge_clip_w1qf_bf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell::vqa_soft,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_tune500:bridge_clip_w1qf_bf16_v1_ep1,bridge_clip_w1qf_bf16_v1_ep1,tune_500_qids,,development_result,clip,qformer32,42,1,bridge_clip_w1qf_bf16_v1_ep1,,none,bridge_clip_w1qf_bf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell,image_only,direct,,,bridge (vision),text-only floor,500,481,vqa_soft,41,33.8,7.2,,,,,,,100,0,2.238,outputs/eval/tuning/bridge_clip_w1qf_bf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell_records.json,7d13b96c9a67478cdb1ffa7fed76a1f1ae9faad878cc32ab9b104cff31ce22df,,corrected ChatML + supervised EOS on the development tuning slice
corrected_tune500:bridge_clip_w1qf_bf16_v1_ep2::bridge_clip_w1qf_bf16_v1_ep2__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_tune500:bridge_clip_w1qf_bf16_v1_ep2,bridge_clip_w1qf_bf16_v1_ep2,tune_500_qids,,development_result,clip,qformer32,42,2,bridge_clip_w1qf_bf16_v1_ep2,,none,bridge_clip_w1qf_bf16_v1_ep2__corrected_chatml_v1_eos__tune_500_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,500,481,exact,42.4,30.6,11.8,,,,,,,100,0,2.254,outputs/eval/tuning/bridge_clip_w1qf_bf16_v1_ep2__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json,871507184e3c5c2c295b88939e24164926202d41a983964fa0d7268c41e3ee1d,,corrected ChatML + supervised EOS on the development tuning slice
corrected_tune500:bridge_clip_w1qf_bf16_v1_ep2::bridge_clip_w1qf_bf16_v1_ep2__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_tune500:bridge_clip_w1qf_bf16_v1_ep2,bridge_clip_w1qf_bf16_v1_ep2,tune_500_qids,,development_result,clip,qformer32,42,2,bridge_clip_w1qf_bf16_v1_ep2,,none,bridge_clip_w1qf_bf16_v1_ep2__corrected_chatml_v1_eos__tune_500_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,500,481,exact_full,42.4,30.6,11.8,,,,,,,100,0,2.254,outputs/eval/tuning/bridge_clip_w1qf_bf16_v1_ep2__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json,871507184e3c5c2c295b88939e24164926202d41a983964fa0d7268c41e3ee1d,,corrected ChatML + supervised EOS on the development tuning slice
corrected_tune500:bridge_clip_w1qf_bf16_v1_ep2::bridge_clip_w1qf_bf16_v1_ep2__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_tune500:bridge_clip_w1qf_bf16_v1_ep2,bridge_clip_w1qf_bf16_v1_ep2,tune_500_qids,,development_result,clip,qformer32,42,2,bridge_clip_w1qf_bf16_v1_ep2,,none,bridge_clip_w1qf_bf16_v1_ep2__corrected_chatml_v1_eos__tune_500_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,500,481,vqa_soft,42.6,33.2,9.4,,,,,,,100,0,2.254,outputs/eval/tuning/bridge_clip_w1qf_bf16_v1_ep2__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json,871507184e3c5c2c295b88939e24164926202d41a983964fa0d7268c41e3ee1d,,corrected ChatML + supervised EOS on the development tuning slice
corrected_tune500:bridge_clip_w1qf_bf16_v1_ep2::bridge_clip_w1qf_bf16_v1_ep2__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell::exact,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_tune500:bridge_clip_w1qf_bf16_v1_ep2,bridge_clip_w1qf_bf16_v1_ep2,tune_500_qids,,development_result,clip,qformer32,42,2,bridge_clip_w1qf_bf16_v1_ep2,,none,bridge_clip_w1qf_bf16_v1_ep2__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell,image_only,direct,,,bridge (vision),text-only floor,500,481,exact,42.8,31,11.8,,,,,,,100,0,2.252,outputs/eval/tuning/bridge_clip_w1qf_bf16_v1_ep2__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell_records.json,9239843f2dc38b9fa9934e150ef0113f75871966539241097a5dd4b43964b56f,,corrected ChatML + supervised EOS on the development tuning slice
corrected_tune500:bridge_clip_w1qf_bf16_v1_ep2::bridge_clip_w1qf_bf16_v1_ep2__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell::exact_full,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_tune500:bridge_clip_w1qf_bf16_v1_ep2,bridge_clip_w1qf_bf16_v1_ep2,tune_500_qids,,development_result,clip,qformer32,42,2,bridge_clip_w1qf_bf16_v1_ep2,,none,bridge_clip_w1qf_bf16_v1_ep2__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell,image_only,direct,,,bridge (vision),text-only floor,500,481,exact_full,42.8,31,11.8,,,,,,,100,0,2.252,outputs/eval/tuning/bridge_clip_w1qf_bf16_v1_ep2__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell_records.json,9239843f2dc38b9fa9934e150ef0113f75871966539241097a5dd4b43964b56f,,corrected ChatML + supervised EOS on the development tuning slice
corrected_tune500:bridge_clip_w1qf_bf16_v1_ep2::bridge_clip_w1qf_bf16_v1_ep2__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell::vqa_soft,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_tune500:bridge_clip_w1qf_bf16_v1_ep2,bridge_clip_w1qf_bf16_v1_ep2,tune_500_qids,,development_result,clip,qformer32,42,2,bridge_clip_w1qf_bf16_v1_ep2,,none,bridge_clip_w1qf_bf16_v1_ep2__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell,image_only,direct,,,bridge (vision),text-only floor,500,481,vqa_soft,43,33.8,9.2,,,,,,,100,0,2.252,outputs/eval/tuning/bridge_clip_w1qf_bf16_v1_ep2__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell_records.json,9239843f2dc38b9fa9934e150ef0113f75871966539241097a5dd4b43964b56f,,corrected ChatML + supervised EOS on the development tuning slice
corrected_tune500:bridge_clip_w1qf_bf16_v1_ep3::bridge_clip_w1qf_bf16_v1_ep3__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_tune500:bridge_clip_w1qf_bf16_v1_ep3,bridge_clip_w1qf_bf16_v1_ep3,tune_500_qids,,development_result,clip,qformer32,42,3,bridge_clip_w1qf_bf16_v1_ep3,,none,bridge_clip_w1qf_bf16_v1_ep3__corrected_chatml_v1_eos__tune_500_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,500,481,exact,41,30.6,10.4,,,,,,,100,0,2.268,outputs/eval/tuning/bridge_clip_w1qf_bf16_v1_ep3__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json,808132469f74978e7641420137590576c89562d47cdb9ad0939dab60be2d44f6,,corrected ChatML + supervised EOS on the development tuning slice
corrected_tune500:bridge_clip_w1qf_bf16_v1_ep3::bridge_clip_w1qf_bf16_v1_ep3__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_tune500:bridge_clip_w1qf_bf16_v1_ep3,bridge_clip_w1qf_bf16_v1_ep3,tune_500_qids,,development_result,clip,qformer32,42,3,bridge_clip_w1qf_bf16_v1_ep3,,none,bridge_clip_w1qf_bf16_v1_ep3__corrected_chatml_v1_eos__tune_500_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,500,481,exact_full,41,30.6,10.4,,,,,,,100,0,2.268,outputs/eval/tuning/bridge_clip_w1qf_bf16_v1_ep3__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json,808132469f74978e7641420137590576c89562d47cdb9ad0939dab60be2d44f6,,corrected ChatML + supervised EOS on the development tuning slice
corrected_tune500:bridge_clip_w1qf_bf16_v1_ep3::bridge_clip_w1qf_bf16_v1_ep3__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_tune500:bridge_clip_w1qf_bf16_v1_ep3,bridge_clip_w1qf_bf16_v1_ep3,tune_500_qids,,development_result,clip,qformer32,42,3,bridge_clip_w1qf_bf16_v1_ep3,,none,bridge_clip_w1qf_bf16_v1_ep3__corrected_chatml_v1_eos__tune_500_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,500,481,vqa_soft,41.8,33.2,8.6,,,,,,,100,0,2.268,outputs/eval/tuning/bridge_clip_w1qf_bf16_v1_ep3__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json,808132469f74978e7641420137590576c89562d47cdb9ad0939dab60be2d44f6,,corrected ChatML + supervised EOS on the development tuning slice
corrected_tune500:bridge_clip_w1qf_bf16_v1_ep3::bridge_clip_w1qf_bf16_v1_ep3__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell::exact,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_tune500:bridge_clip_w1qf_bf16_v1_ep3,bridge_clip_w1qf_bf16_v1_ep3,tune_500_qids,,development_result,clip,qformer32,42,3,bridge_clip_w1qf_bf16_v1_ep3,,none,bridge_clip_w1qf_bf16_v1_ep3__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell,image_only,direct,,,bridge (vision),text-only floor,500,481,exact,41,31,10,,,,,,,100,0,2.266,outputs/eval/tuning/bridge_clip_w1qf_bf16_v1_ep3__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell_records.json,7dc1dd61748bdccb52020412c767afb7e9432e82a2100b4cbce109f695804b1a,,corrected ChatML + supervised EOS on the development tuning slice
corrected_tune500:bridge_clip_w1qf_bf16_v1_ep3::bridge_clip_w1qf_bf16_v1_ep3__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell::exact_full,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_tune500:bridge_clip_w1qf_bf16_v1_ep3,bridge_clip_w1qf_bf16_v1_ep3,tune_500_qids,,development_result,clip,qformer32,42,3,bridge_clip_w1qf_bf16_v1_ep3,,none,bridge_clip_w1qf_bf16_v1_ep3__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell,image_only,direct,,,bridge (vision),text-only floor,500,481,exact_full,41,31,10,,,,,,,100,0,2.266,outputs/eval/tuning/bridge_clip_w1qf_bf16_v1_ep3__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell_records.json,7dc1dd61748bdccb52020412c767afb7e9432e82a2100b4cbce109f695804b1a,,corrected ChatML + supervised EOS on the development tuning slice
corrected_tune500:bridge_clip_w1qf_bf16_v1_ep3::bridge_clip_w1qf_bf16_v1_ep3__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell::vqa_soft,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_tune500:bridge_clip_w1qf_bf16_v1_ep3,bridge_clip_w1qf_bf16_v1_ep3,tune_500_qids,,development_result,clip,qformer32,42,3,bridge_clip_w1qf_bf16_v1_ep3,,none,bridge_clip_w1qf_bf16_v1_ep3__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell,image_only,direct,,,bridge (vision),text-only floor,500,481,vqa_soft,41.8,33.8,8,,,,,,,100,0,2.266,outputs/eval/tuning/bridge_clip_w1qf_bf16_v1_ep3__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell_records.json,7dc1dd61748bdccb52020412c767afb7e9432e82a2100b4cbce109f695804b1a,,corrected ChatML + supervised EOS on the development tuning slice
corrected_tune500:bridge_clip_w1qf_bf16_v1_ep4::bridge_clip_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_tune500:bridge_clip_w1qf_bf16_v1_ep4,bridge_clip_w1qf_bf16_v1_ep4,tune_500_qids,,development_result,clip,qformer32,42,4,bridge_clip_w1qf_bf16_v1_ep4,,none,bridge_clip_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,500,481,exact,41.8,30.6,11.2,,,,,,,100,0,2.222,outputs/eval/tuning/bridge_clip_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json,01bd4631808eb63b4b7a88e32abe4808265140bf15627bdac8efdb665a50ab29,,corrected ChatML + supervised EOS on the development tuning slice
corrected_tune500:bridge_clip_w1qf_bf16_v1_ep4::bridge_clip_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_tune500:bridge_clip_w1qf_bf16_v1_ep4,bridge_clip_w1qf_bf16_v1_ep4,tune_500_qids,,development_result,clip,qformer32,42,4,bridge_clip_w1qf_bf16_v1_ep4,,none,bridge_clip_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,500,481,exact_full,41.8,30.6,11.2,,,,,,,100,0,2.222,outputs/eval/tuning/bridge_clip_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json,01bd4631808eb63b4b7a88e32abe4808265140bf15627bdac8efdb665a50ab29,,corrected ChatML + supervised EOS on the development tuning slice
corrected_tune500:bridge_clip_w1qf_bf16_v1_ep4::bridge_clip_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_tune500:bridge_clip_w1qf_bf16_v1_ep4,bridge_clip_w1qf_bf16_v1_ep4,tune_500_qids,,development_result,clip,qformer32,42,4,bridge_clip_w1qf_bf16_v1_ep4,,none,bridge_clip_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct,image_only,direct,,,bridge (vision),text-only floor,500,481,vqa_soft,42.4,33.2,9.2,,,,,,,100,0,2.222,outputs/eval/tuning/bridge_clip_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json,01bd4631808eb63b4b7a88e32abe4808265140bf15627bdac8efdb665a50ab29,,corrected ChatML + supervised EOS on the development tuning slice
corrected_tune500:bridge_clip_w1qf_bf16_v1_ep4::bridge_clip_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell::exact,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_tune500:bridge_clip_w1qf_bf16_v1_ep4,bridge_clip_w1qf_bf16_v1_ep4,tune_500_qids,,development_result,clip,qformer32,42,4,bridge_clip_w1qf_bf16_v1_ep4,,none,bridge_clip_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell,image_only,direct,,,bridge (vision),text-only floor,500,481,exact,41.6,31,10.6,,,,,,,100,0,2.226,outputs/eval/tuning/bridge_clip_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell_records.json,a352fc2d86a66f727444c5fec4b9159765fbef0bad2db13f443c7acec89a433c,,corrected ChatML + supervised EOS on the development tuning slice
corrected_tune500:bridge_clip_w1qf_bf16_v1_ep4::bridge_clip_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell::exact_full,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_tune500:bridge_clip_w1qf_bf16_v1_ep4,bridge_clip_w1qf_bf16_v1_ep4,tune_500_qids,,development_result,clip,qformer32,42,4,bridge_clip_w1qf_bf16_v1_ep4,,none,bridge_clip_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell,image_only,direct,,,bridge (vision),text-only floor,500,481,exact_full,41.6,31,10.6,,,,,,,100,0,2.226,outputs/eval/tuning/bridge_clip_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell_records.json,a352fc2d86a66f727444c5fec4b9159765fbef0bad2db13f443c7acec89a433c,,corrected ChatML + supervised EOS on the development tuning slice
corrected_tune500:bridge_clip_w1qf_bf16_v1_ep4::bridge_clip_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell::vqa_soft,corrected_chatml_v1_eos,chatml_v1_supervised_eos,cluster,,corrected_tune500:bridge_clip_w1qf_bf16_v1_ep4,bridge_clip_w1qf_bf16_v1_ep4,tune_500_qids,,development_result,clip,qformer32,42,4,bridge_clip_w1qf_bf16_v1_ep4,,none,bridge_clip_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell,image_only,direct,,,bridge (vision),text-only floor,500,481,vqa_soft,42.2,33.8,8.4,,,,,,,100,0,2.226,outputs/eval/tuning/bridge_clip_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct__blackwell_records.json,a352fc2d86a66f727444c5fec4b9159765fbef0bad2db13f443c7acec89a433c,,corrected ChatML + supervised EOS on the development tuning slice
