interval_id,evidence_layer,experiment_code,split,metric,model_arm,comparator_arm,n_questions,effect,ci_lower,ci_upper,ci_level,bootstrap_unit,bootstrap_resamples,effect_excludes_zero,source_artifact
legacy_locked2000:connector_pool_vs_qformer_150k_ijepa::exact,legacy_raw_prompt_no_eos,legacy_locked2000:connector_pool_vs_qformer_150k_ijepa,eval_2000_qids,exact,"bridge I-JEPA (pool, 32 vision tokens)","bridge I-JEPA (Q-Former, 32 vision tokens)",2000,-20.3,-22.2,-18.4,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:connector_pool_vs_qformer_150k_ijepa::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:connector_pool_vs_qformer_150k_ijepa,eval_2000_qids,vqa_soft,"bridge I-JEPA (pool, 32 vision tokens)","bridge I-JEPA (Q-Former, 32 vision tokens)",2000,10.7,8.5,12.8,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:lr_cosine_vs_flat_150k_clip::exact,legacy_raw_prompt_no_eos,legacy_locked2000:lr_cosine_vs_flat_150k_clip,eval_2000_qids,exact,bridge CLIP (cosine lr),"bridge CLIP (flat lr, locked)",2000,-6.9,-8.6,-5.2,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:lr_cosine_vs_flat_150k_clip::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:lr_cosine_vs_flat_150k_clip,eval_2000_qids,vqa_soft,bridge CLIP (cosine lr),"bridge CLIP (flat lr, locked)",2000,1.1,-0.8,3.1,95,question,10000,false,outputs/eval/results_ci.csv
legacy_locked2000:lr_cosine_vs_flat_150k_ijepa::exact,legacy_raw_prompt_no_eos,legacy_locked2000:lr_cosine_vs_flat_150k_ijepa,eval_2000_qids,exact,bridge I-JEPA (cosine lr),"bridge I-JEPA (flat lr, locked)",2000,-1.6,-3.4,0.1,95,question,10000,false,outputs/eval/results_ci.csv
legacy_locked2000:lr_cosine_vs_flat_150k_ijepa::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:lr_cosine_vs_flat_150k_ijepa,eval_2000_qids,vqa_soft,bridge I-JEPA (cosine lr),"bridge I-JEPA (flat lr, locked)",2000,5.0,3.0,6.9,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:rq2_cls_ablation_150k::exact,legacy_raw_prompt_no_eos,legacy_locked2000:rq2_cls_ablation_150k,eval_2000_qids,exact,bridge CLIP (257 tok),bridge CLIP-noCLS (256 tok),2000,9.0,7.3,10.7,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:rq2_cls_ablation_150k::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:rq2_cls_ablation_150k,eval_2000_qids,vqa_soft,bridge CLIP (257 tok),bridge CLIP-noCLS (256 tok),2000,0.3,-1.7,2.4,95,question,10000,false,outputs/eval/results_ci.csv
legacy_locked2000:rq2_gap_150k_3ep::exact,legacy_raw_prompt_no_eos,legacy_locked2000:rq2_gap_150k_3ep,eval_2000_qids,exact,bridge CLIP,bridge I-JEPA,2000,-6.0,-7.9,-4.2,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:rq2_gap_150k_3ep::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:rq2_gap_150k_3ep,eval_2000_qids,vqa_soft,bridge CLIP,bridge I-JEPA,2000,6.9,4.8,9.0,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:rq2_gap_150k_mlp::exact,legacy_raw_prompt_no_eos,legacy_locked2000:rq2_gap_150k_mlp,eval_2000_qids,exact,"bridge CLIP (MLP, 256 vision tokens)","bridge I-JEPA (MLP, 256 vision tokens)",2000,0.6,0.2,0.9,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:rq2_gap_150k_mlp::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:rq2_gap_150k_mlp,eval_2000_qids,vqa_soft,"bridge CLIP (MLP, 256 vision tokens)","bridge I-JEPA (MLP, 256 vision tokens)",2000,2.0,-0.1,4.2,95,question,10000,false,outputs/eval/results_ci.csv
legacy_locked2000:rq2_gap_150k_nocls::exact,legacy_raw_prompt_no_eos,legacy_locked2000:rq2_gap_150k_nocls,eval_2000_qids,exact,bridge CLIP-noCLS,bridge I-JEPA,2000,-15.1,-16.9,-13.2,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:rq2_gap_150k_nocls::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:rq2_gap_150k_nocls,eval_2000_qids,vqa_soft,bridge CLIP-noCLS,bridge I-JEPA,2000,6.5,4.4,8.8,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:rq2_gap_150k_pool::exact,legacy_raw_prompt_no_eos,legacy_locked2000:rq2_gap_150k_pool,eval_2000_qids,exact,"bridge CLIP (pool, 32 vision tokens)","bridge I-JEPA (pool, 32 vision tokens)",2000,0.1,-0.8,1.1,95,question,10000,false,outputs/eval/results_ci.csv
legacy_locked2000:rq2_gap_150k_pool::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:rq2_gap_150k_pool,eval_2000_qids,vqa_soft,"bridge CLIP (pool, 32 vision tokens)","bridge I-JEPA (pool, 32 vision tokens)",2000,1.1,-1.0,3.3,95,question,10000,false,outputs/eval/results_ci.csv
legacy_locked2000:rq2_gap_500k_ep3::exact,legacy_raw_prompt_no_eos,legacy_locked2000:rq2_gap_500k_ep3,eval_2000_qids,exact,bridge CLIP,bridge I-JEPA,2000,-15.7,-17.5,-13.9,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:rq2_gap_500k_ep3::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:rq2_gap_500k_ep3,eval_2000_qids,vqa_soft,bridge CLIP,bridge I-JEPA,2000,6.0,3.9,8.0,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:shuffle_pool_vs_locked_150k_ijepa::exact,legacy_raw_prompt_no_eos,legacy_locked2000:shuffle_pool_vs_locked_150k_ijepa,eval_2000_qids,exact,bridge I-JEPA (representative LLaVA draw),bridge I-JEPA (locked file-order draw),2000,2.5,0.6,4.4,95,question,10000,true,outputs/eval/results_ci.csv
legacy_locked2000:shuffle_pool_vs_locked_150k_ijepa::vqa_soft,legacy_raw_prompt_no_eos,legacy_locked2000:shuffle_pool_vs_locked_150k_ijepa,eval_2000_qids,vqa_soft,bridge I-JEPA (representative LLaVA draw),bridge I-JEPA (locked file-order draw),2000,-0.6,-2.7,1.5,95,question,10000,false,outputs/eval/results_ci.csv
reltr_learned_sgg:reltr-no_graph::exact_full,corrected_chatml_v1_eos,reltr_learned_sgg:secondary,tune_500_reltr_clean_qids,exact_full,reltr,no_graph,485,-0.412371,-3.298969,2.474227,95,question,10000,false,outputs/eval/reltr_2291451/reltr_analysis.json
reltr_learned_sgg:reltr-reltr_wrong_image::exact_full,corrected_chatml_v1_eos,reltr_learned_sgg:primary,tune_500_reltr_clean_qids,exact_full,reltr,reltr_wrong_image,485,0,-2.268041,2.268041,95,question,10000,false,outputs/eval/reltr_2291451/reltr_analysis.json
visual_audit:mlp256:correct-mask_irrelevant::exact_full,corrected_chatml_v1_eos,visual_audit:mlp256,tune_500_qids,exact_full,correct,mask_irrelevant,268,0.746269,-2.61194,4.477612,95,question,10000,false,outputs/visual_audit/eval_2291794/visual_audit_analysis_policy.json
visual_audit:mlp256:correct-mask_relevant::exact_full,corrected_chatml_v1_eos,visual_audit:mlp256,tune_500_qids,exact_full,correct,mask_relevant,268,5.597015,0.373134,10.820896,95,question,10000,true,outputs/visual_audit/eval_2291794/visual_audit_analysis_policy.json
visual_audit:mlp256:correct-no_visual::exact_full,corrected_chatml_v1_eos,visual_audit:mlp256,tune_500_qids,exact_full,correct,no_visual,268,15.671642,8.208955,23.134328,95,question,10000,true,outputs/visual_audit/eval_2291794/visual_audit_analysis_policy.json
visual_audit:mlp256:correct-shuffled::exact_full,corrected_chatml_v1_eos,visual_audit:mlp256,tune_500_qids,exact_full,correct,shuffled,268,1.492537,-1.492537,4.477612,95,question,10000,false,outputs/visual_audit/eval_2291794/visual_audit_analysis_policy.json
visual_audit:mlp256:correct-wrong_image::exact_full,corrected_chatml_v1_eos,visual_audit:mlp256,tune_500_qids,exact_full,correct,wrong_image,268,15.671642,8.58209,22.770522,95,question,10000,true,outputs/visual_audit/eval_2291794/visual_audit_analysis_policy.json
visual_audit:mlp256:mask_relevant-mask_irrelevant::exact_full,corrected_chatml_v1_eos,visual_audit:mlp256,tune_500_qids,exact_full,mask_relevant,mask_irrelevant,268,-4.850746,-10.447761,0.373134,95,question,10000,false,outputs/visual_audit/eval_2291794/visual_audit_analysis_policy.json
visual_audit:pool32:correct-mask_irrelevant::exact_full,corrected_chatml_v1_eos,visual_audit:pool32,tune_500_qids,exact_full,correct,mask_irrelevant,268,-0.373134,-3.731343,2.985075,95,question,10000,false,outputs/visual_audit/eval_2291794/visual_audit_analysis_policy.json
visual_audit:pool32:correct-mask_relevant::exact_full,corrected_chatml_v1_eos,visual_audit:pool32,tune_500_qids,exact_full,correct,mask_relevant,268,4.477612,0.746269,8.218284,95,question,10000,true,outputs/visual_audit/eval_2291794/visual_audit_analysis_policy.json
visual_audit:pool32:correct-no_visual::exact_full,corrected_chatml_v1_eos,visual_audit:pool32,tune_500_qids,exact_full,correct,no_visual,268,10.074627,2.61194,17.537313,95,question,10000,true,outputs/visual_audit/eval_2291794/visual_audit_analysis_policy.json
visual_audit:pool32:correct-shuffled::exact_full,corrected_chatml_v1_eos,visual_audit:pool32,tune_500_qids,exact_full,correct,shuffled,268,0.746269,-3.358209,4.850746,95,question,10000,false,outputs/visual_audit/eval_2291794/visual_audit_analysis_policy.json
visual_audit:pool32:correct-wrong_image::exact_full,corrected_chatml_v1_eos,visual_audit:pool32,tune_500_qids,exact_full,correct,wrong_image,268,11.19403,4.468284,18.283582,95,question,10000,true,outputs/visual_audit/eval_2291794/visual_audit_analysis_policy.json
visual_audit:pool32:mask_relevant-mask_irrelevant::exact_full,corrected_chatml_v1_eos,visual_audit:pool32,tune_500_qids,exact_full,mask_relevant,mask_irrelevant,268,-4.850746,-9.328358,-0.373134,95,question,10000,true,outputs/visual_audit/eval_2291794/visual_audit_analysis_policy.json
visual_audit:qformer32:correct-mask_irrelevant::exact_full,corrected_chatml_v1_eos,visual_audit:qformer32,tune_500_qids,exact_full,correct,mask_irrelevant,268,0.373134,-2.985075,3.358209,95,question,10000,false,outputs/visual_audit/eval_2291794/visual_audit_analysis_policy.json
visual_audit:qformer32:correct-mask_relevant::exact_full,corrected_chatml_v1_eos,visual_audit:qformer32,tune_500_qids,exact_full,correct,mask_relevant,268,1.492537,-1.865672,4.850746,95,question,10000,false,outputs/visual_audit/eval_2291794/visual_audit_analysis_policy.json
visual_audit:qformer32:correct-no_visual::exact_full,corrected_chatml_v1_eos,visual_audit:qformer32,tune_500_qids,exact_full,correct,no_visual,268,10.447761,3.358209,17.537313,95,question,10000,true,outputs/visual_audit/eval_2291794/visual_audit_analysis_policy.json
visual_audit:qformer32:correct-shuffled::exact_full,corrected_chatml_v1_eos,visual_audit:qformer32,tune_500_qids,exact_full,correct,shuffled,268,0,0,0,95,question,10000,false,outputs/visual_audit/eval_2291794/visual_audit_analysis_policy.json
visual_audit:qformer32:correct-wrong_image::exact_full,corrected_chatml_v1_eos,visual_audit:qformer32,tune_500_qids,exact_full,correct,wrong_image,268,11.940299,5.597015,18.283582,95,question,10000,true,outputs/visual_audit/eval_2291794/visual_audit_analysis_policy.json
visual_audit:qformer32:mask_relevant-mask_irrelevant::exact_full,corrected_chatml_v1_eos,visual_audit:qformer32,tune_500_qids,exact_full,mask_relevant,mask_irrelevant,268,-1.119403,-4.477612,1.865672,95,question,10000,false,outputs/visual_audit/eval_2291794/visual_audit_analysis_policy.json
