result_id,evidence_layer,protocol,execution_environment,job_id,experiment_code,experiment_name,split,split_sha256,development_status,encoder,connector,seed,epoch,checkpoint,checkpoint_sha256,augmentation,original_run_name,input_mode,reason_mode,graph_source,oracle,model_arm,comparator_arm,n_questions,n_images,metric,model_score,comparator_score,effect,ci_lower,ci_upper,ci_level,bootstrap_unit,bootstrap_resamples,effect_excludes_zero,eos_rate,cap_rate,mean_generated_tokens,source_artifact,source_artifact_sha256,source_commit,notes
legacy_locked2000:bridge_ijepa_150k_pool_ep1::bridge_ijepa_150k_pool_ep1::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_150k_pool_ep1,bridge_ijepa_150k_pool_ep1,eval_2000_qids,,locked_result,ijepa,pool32,,1,,,none,bridge_ijepa_150k_pool_ep1,,,,,bridge,text-only floor,2000,1725,vqa_soft,42.85,30.7,12.15,,,,,,,,,,outputs/eval/bridge_ijepa_150k_pool_ep1_records.json,2ed4acc080b37edf9b5853a100045e98603bb3208c546d3bf8c16f26e2a26b89,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_150k_pool_ep2::bridge_ijepa_150k_pool_ep2::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_150k_pool_ep2,bridge_ijepa_150k_pool_ep2,eval_2000_qids,,locked_result,ijepa,pool32,,2,,,none,bridge_ijepa_150k_pool_ep2,,,,,bridge,text-only floor,2000,1725,exact,1.8,19.25,-17.45,,,,,,,,,,outputs/eval/bridge_ijepa_150k_pool_ep2_records.json,d31b25a7d72fec2372b054a1945b1629c4eab6226aa23682abefdb48440918ee,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_150k_pool_ep2::bridge_ijepa_150k_pool_ep2::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_150k_pool_ep2,bridge_ijepa_150k_pool_ep2,eval_2000_qids,,locked_result,ijepa,pool32,,2,,,none,bridge_ijepa_150k_pool_ep2,,,,,bridge,text-only floor,2000,1725,vqa_soft,48,30.7,17.3,,,,,,,,,,outputs/eval/bridge_ijepa_150k_pool_ep2_records.json,d31b25a7d72fec2372b054a1945b1629c4eab6226aa23682abefdb48440918ee,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_150k_pool_ep3::bridge_ijepa_150k_pool_ep3::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_150k_pool_ep3,bridge_ijepa_150k_pool_ep3,eval_2000_qids,,locked_result,ijepa,pool32,,3,,,none,bridge_ijepa_150k_pool_ep3,,,,,bridge,text-only floor,2000,1725,exact,2.85,19.25,-16.4,,,,,,,,,,outputs/eval/bridge_ijepa_150k_pool_ep3_records.json,69352f285176f1a8973bcd3b976e46998d4280fc0a6600646d57a31d2c73d6f0,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_150k_pool_ep3::bridge_ijepa_150k_pool_ep3::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_150k_pool_ep3,bridge_ijepa_150k_pool_ep3,eval_2000_qids,,locked_result,ijepa,pool32,,3,,,none,bridge_ijepa_150k_pool_ep3,,,,,bridge,text-only floor,2000,1725,vqa_soft,50.15,30.7,19.45,,,,,,,,,,outputs/eval/bridge_ijepa_150k_pool_ep3_records.json,69352f285176f1a8973bcd3b976e46998d4280fc0a6600646d57a31d2c73d6f0,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_150k_shuf_ep1::bridge_ijepa_150k_shuf_ep1::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_150k_shuf_ep1,bridge_ijepa_150k_shuf_ep1,eval_2000_qids,,locked_result,ijepa,,,1,,,none,bridge_ijepa_150k_shuf_ep1,,,,,bridge,text-only floor,2000,1725,exact,22.1,19.25,2.85,,,,,,,,,,outputs/eval/bridge_ijepa_150k_shuf_ep1_records.json,e5da0983dc21e01d2e6d67edeb85f316c67759136f81074fc62f0170bd7729dd,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_150k_shuf_ep1::bridge_ijepa_150k_shuf_ep1::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_150k_shuf_ep1,bridge_ijepa_150k_shuf_ep1,eval_2000_qids,,locked_result,ijepa,,,1,,,none,bridge_ijepa_150k_shuf_ep1,,,,,bridge,text-only floor,2000,1725,vqa_soft,36.1,30.7,5.4,,,,,,,,,,outputs/eval/bridge_ijepa_150k_shuf_ep1_records.json,e5da0983dc21e01d2e6d67edeb85f316c67759136f81074fc62f0170bd7729dd,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_150k_shuf_ep2::bridge_ijepa_150k_shuf_ep2::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_150k_shuf_ep2,bridge_ijepa_150k_shuf_ep2,eval_2000_qids,,locked_result,ijepa,,,2,,,none,bridge_ijepa_150k_shuf_ep2,,,,,bridge,text-only floor,2000,1725,exact,28.2,19.25,8.95,,,,,,,,,,outputs/eval/bridge_ijepa_150k_shuf_ep2_records.json,9a9406656d9feaf62b1cc7781728b7564ef9f0e1394d1428852671859cdc1d5f,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_150k_shuf_ep2::bridge_ijepa_150k_shuf_ep2::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_150k_shuf_ep2,bridge_ijepa_150k_shuf_ep2,eval_2000_qids,,locked_result,ijepa,,,2,,,none,bridge_ijepa_150k_shuf_ep2,,,,,bridge,text-only floor,2000,1725,vqa_soft,38.35,30.7,7.65,,,,,,,,,,outputs/eval/bridge_ijepa_150k_shuf_ep2_records.json,9a9406656d9feaf62b1cc7781728b7564ef9f0e1394d1428852671859cdc1d5f,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_150k_shuf_ep3::bridge_ijepa_150k_shuf_ep3::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_150k_shuf_ep3,bridge_ijepa_150k_shuf_ep3,eval_2000_qids,,locked_result,ijepa,,,3,,,none,bridge_ijepa_150k_shuf_ep3,,,,,bridge,text-only floor,2000,1725,exact,25.65,19.25,6.4,,,,,,,,,,outputs/eval/bridge_ijepa_150k_shuf_ep3_records.json,86af95a3f3ca54b33851241502a3b1a2946a1777202fee9ffeab57cae7d535af,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_150k_shuf_ep3::bridge_ijepa_150k_shuf_ep3::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_150k_shuf_ep3,bridge_ijepa_150k_shuf_ep3,eval_2000_qids,,locked_result,ijepa,,,3,,,none,bridge_ijepa_150k_shuf_ep3,,,,,bridge,text-only floor,2000,1725,vqa_soft,38.85,30.7,8.15,,,,,,,,,,outputs/eval/bridge_ijepa_150k_shuf_ep3_records.json,86af95a3f3ca54b33851241502a3b1a2946a1777202fee9ffeab57cae7d535af,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_500k_ep1::bridge_ijepa_500k_ep1::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_500k_ep1,bridge_ijepa_500k_ep1,eval_2000_qids,,locked_result,ijepa,,,1,,,none,bridge_ijepa_500k_ep1,,,,,bridge,text-only floor,2000,1725,exact,22.95,19.25,3.7,,,,,,,,,,outputs/eval/bridge_ijepa_500k_ep1_records.json,955077becdb82eee0e7071d418d2bdac21668cf7b04a5f706d3ebce82d24d1ec,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_500k_ep1::bridge_ijepa_500k_ep1::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_500k_ep1,bridge_ijepa_500k_ep1,eval_2000_qids,,locked_result,ijepa,,,1,,,none,bridge_ijepa_500k_ep1,,,,,bridge,text-only floor,2000,1725,vqa_soft,38.45,30.7,7.75,,,,,,,,,,outputs/eval/bridge_ijepa_500k_ep1_records.json,955077becdb82eee0e7071d418d2bdac21668cf7b04a5f706d3ebce82d24d1ec,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_500k_ep2::bridge_ijepa_500k_ep2::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_500k_ep2,bridge_ijepa_500k_ep2,eval_2000_qids,,locked_result,ijepa,,,2,,,none,bridge_ijepa_500k_ep2,,,,,bridge,text-only floor,2000,1725,exact,14.2,19.25,-5.05,,,,,,,,,,outputs/eval/bridge_ijepa_500k_ep2_records.json,03ce21273add28911987062f4d4bb3b18f001e0f735330ebd3ad57227af760de,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_500k_ep2::bridge_ijepa_500k_ep2::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_500k_ep2,bridge_ijepa_500k_ep2,eval_2000_qids,,locked_result,ijepa,,,2,,,none,bridge_ijepa_500k_ep2,,,,,bridge,text-only floor,2000,1725,vqa_soft,39.2,30.7,8.5,,,,,,,,,,outputs/eval/bridge_ijepa_500k_ep2_records.json,03ce21273add28911987062f4d4bb3b18f001e0f735330ebd3ad57227af760de,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_500k_ep3::bridge_ijepa_500k_ep3::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_500k_ep3,bridge_ijepa_500k_ep3,eval_2000_qids,,locked_result,ijepa,,,3,,,none,bridge_ijepa_500k_ep3,,,,,bridge,text-only floor,2000,1725,exact,20.8,19.25,1.55,,,,,,,,,,outputs/eval/bridge_ijepa_500k_ep3_records.json,2d181c8103133e40f15f1b8a43202923feb4406dd14d58e569dd2add1395e330,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_500k_ep3::bridge_ijepa_500k_ep3::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_500k_ep3,bridge_ijepa_500k_ep3,eval_2000_qids,,locked_result,ijepa,,,3,,,none,bridge_ijepa_500k_ep3,,,,,bridge,text-only floor,2000,1725,vqa_soft,42.9,30.7,12.2,,,,,,,,,,outputs/eval/bridge_ijepa_500k_ep3_records.json,2d181c8103133e40f15f1b8a43202923feb4406dd14d58e569dd2add1395e330,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_500k_ep3_scene_graph::bridge_ijepa_500k_ep3_scene_graph::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_500k_ep3_scene_graph,bridge_ijepa_500k_ep3_scene_graph,eval_2000_qids,,locked_result,ijepa,,,3,,,scene_graph_oracle,bridge_ijepa_500k_ep3_scene_graph,,,gqa_ground_truth,true,bridge+augmentation,bridge (unaugmented),2000,1725,exact,47.55,20.8,26.75,,,,,,,,,,outputs/eval/bridge_ijepa_500k_ep3_scene_graph_records.json,d32d0205f7f63884410307e867e6b74af1d50f45a663d6a50130792369c59352,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_500k_ep3_scene_graph::bridge_ijepa_500k_ep3_scene_graph::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_500k_ep3_scene_graph,bridge_ijepa_500k_ep3_scene_graph,eval_2000_qids,,locked_result,ijepa,,,3,,,scene_graph_oracle,bridge_ijepa_500k_ep3_scene_graph,,,gqa_ground_truth,true,bridge+augmentation,bridge (unaugmented),2000,1725,vqa_soft,74.15,42.9,31.25,,,,,,,,,,outputs/eval/bridge_ijepa_500k_ep3_scene_graph_records.json,d32d0205f7f63884410307e867e6b74af1d50f45a663d6a50130792369c59352,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_500k_ep3_scene_graph_pred::bridge_ijepa_500k_ep3_scene_graph_pred::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_500k_ep3_scene_graph_pred,bridge_ijepa_500k_ep3_scene_graph_pred,eval_2000_qids,,locked_result,ijepa,,,3,,,scene_graph_predicted_owlv2,bridge_ijepa_500k_ep3_scene_graph_pred,,,owlv2,false,bridge+augmentation,bridge (unaugmented),2000,1725,exact,26.75,20.8,5.95,,,,,,,,,,outputs/eval/bridge_ijepa_500k_ep3_scene_graph_pred_records.json,dc6183c98503e4b48bfcf3fa61c2af77ee792f80d03d090973df1d763ba916d0,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_500k_ep3_scene_graph_pred::bridge_ijepa_500k_ep3_scene_graph_pred::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_500k_ep3_scene_graph_pred,bridge_ijepa_500k_ep3_scene_graph_pred,eval_2000_qids,,locked_result,ijepa,,,3,,,scene_graph_predicted_owlv2,bridge_ijepa_500k_ep3_scene_graph_pred,,,owlv2,false,bridge+augmentation,bridge (unaugmented),2000,1725,vqa_soft,40.6,42.9,-2.3,,,,,,,,,,outputs/eval/bridge_ijepa_500k_ep3_scene_graph_pred_records.json,dc6183c98503e4b48bfcf3fa61c2af77ee792f80d03d090973df1d763ba916d0,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_500k_ep3_scene_graph_predq::bridge_ijepa_500k_ep3_scene_graph_predq::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_500k_ep3_scene_graph_predq,bridge_ijepa_500k_ep3_scene_graph_predq,eval_2000_qids,,locked_result,ijepa,,,3,,,scene_graph_predicted_owlv2,bridge_ijepa_500k_ep3_scene_graph_predq,,,owlv2_question_conditioned,false,bridge+augmentation,bridge (unaugmented),2000,1725,exact,35.8,20.8,15,,,,,,,,,,outputs/eval/bridge_ijepa_500k_ep3_scene_graph_predq_records.json,41a0bd6026d548b6fb6347dae06754bdee598e6f8f2048e41a1b92b79d6113d5,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_500k_ep3_scene_graph_predq::bridge_ijepa_500k_ep3_scene_graph_predq::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_500k_ep3_scene_graph_predq,bridge_ijepa_500k_ep3_scene_graph_predq,eval_2000_qids,,locked_result,ijepa,,,3,,,scene_graph_predicted_owlv2,bridge_ijepa_500k_ep3_scene_graph_predq,,,owlv2_question_conditioned,false,bridge+augmentation,bridge (unaugmented),2000,1725,vqa_soft,45.7,42.9,2.8,,,,,,,,,,outputs/eval/bridge_ijepa_500k_ep3_scene_graph_predq_records.json,41a0bd6026d548b6fb6347dae06754bdee598e6f8f2048e41a1b92b79d6113d5,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_500k_ep4::bridge_ijepa_500k_ep4::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_500k_ep4,bridge_ijepa_500k_ep4,eval_2000_qids,,locked_result,ijepa,,,4,,,none,bridge_ijepa_500k_ep4,,,,,bridge,text-only floor,2000,1725,exact,9.5,19.25,-9.75,,,,,,,,,,outputs/eval/bridge_ijepa_500k_ep4_records.json,b3d2850b4f6a89aa76969f81320edabee9bd6a18a3a4c57dc64f88980b59021b,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_500k_ep4::bridge_ijepa_500k_ep4::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_500k_ep4,bridge_ijepa_500k_ep4,eval_2000_qids,,locked_result,ijepa,,,4,,,none,bridge_ijepa_500k_ep4,,,,,bridge,text-only floor,2000,1725,vqa_soft,42.3,30.7,11.6,,,,,,,,,,outputs/eval/bridge_ijepa_500k_ep4_records.json,b3d2850b4f6a89aa76969f81320edabee9bd6a18a3a4c57dc64f88980b59021b,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_500k_ep5::bridge_ijepa_500k_ep5::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_500k_ep5,bridge_ijepa_500k_ep5,eval_2000_qids,,locked_result,ijepa,,,5,,,none,bridge_ijepa_500k_ep5,,,,,bridge,text-only floor,2000,1725,exact,13.35,19.25,-5.9,,,,,,,,,,outputs/eval/bridge_ijepa_500k_ep5_records.json,1d4f913366001e1df94c1f6daced0edad771d83b09618757336ae50b49819fdf,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_500k_ep5::bridge_ijepa_500k_ep5::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_500k_ep5,bridge_ijepa_500k_ep5,eval_2000_qids,,locked_result,ijepa,,,5,,,none,bridge_ijepa_500k_ep5,,,,,bridge,text-only floor,2000,1725,vqa_soft,41.9,30.7,11.2,,,,,,,,,,outputs/eval/bridge_ijepa_500k_ep5_records.json,1d4f913366001e1df94c1f6daced0edad771d83b09618757336ae50b49819fdf,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_500k_ep6::bridge_ijepa_500k_ep6::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_500k_ep6,bridge_ijepa_500k_ep6,eval_2000_qids,,locked_result,ijepa,,,6,,,none,bridge_ijepa_500k_ep6,,,,,bridge,text-only floor,2000,1725,exact,12.55,19.25,-6.7,,,,,,,,,,outputs/eval/bridge_ijepa_500k_ep6_records.json,8ad8db46e8e20f48f17f7f0dfc04aab3b4a026f2a7614ed974f7340f491ef83d,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_locked2000:bridge_ijepa_500k_ep6::bridge_ijepa_500k_ep6::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,local,,legacy_locked2000:bridge_ijepa_500k_ep6,bridge_ijepa_500k_ep6,eval_2000_qids,,locked_result,ijepa,,,6,,,none,bridge_ijepa_500k_ep6,,,,,bridge,text-only floor,2000,1725,vqa_soft,43.45,30.7,12.75,,,,,,,,,,outputs/eval/bridge_ijepa_500k_ep6_records.json,8ad8db46e8e20f48f17f7f0dfc04aab3b4a026f2a7614ed974f7340f491ef83d,,"legacy raw-prompt protocol: the answer span was never trained to stop, so exact is a cap artefact and vqa_soft was the reported metric"
legacy_rescore_locked2000:bridge_clip_150k_mlp_anchor_ep3::bridge_clip_150k_mlp_anchor_ep3::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_rescore_locked2000:bridge_clip_150k_mlp_anchor_ep3,bridge_clip_150k_mlp_anchor_ep3,eval_2000_qids,,locked_result,clip,mlp256,,3,,,none,bridge_clip_150k_mlp_anchor_ep3,,,,,bridge,text-only floor,2000,1725,exact,5.65,19.3,-13.65,,,,,,,,,,outputs/eval_phase2_rescore/locked2000/bridge_clip_150k_mlp_anchor_ep3_records.json,aec8883be000cda6a79b39a8c0a830de7a31150ab54ae861d8a164efcdac9ac4,,legacy records re-scored under the phase-2 metric sensitivity analysis; the generations are unchanged
legacy_rescore_locked2000:bridge_clip_150k_mlp_anchor_ep3::bridge_clip_150k_mlp_anchor_ep3::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_rescore_locked2000:bridge_clip_150k_mlp_anchor_ep3,bridge_clip_150k_mlp_anchor_ep3,eval_2000_qids,,locked_result,clip,mlp256,,3,,,none,bridge_clip_150k_mlp_anchor_ep3,,,,,bridge,text-only floor,2000,1725,vqa_soft,55.9,30.45,25.45,,,,,,,,,,outputs/eval_phase2_rescore/locked2000/bridge_clip_150k_mlp_anchor_ep3_records.json,aec8883be000cda6a79b39a8c0a830de7a31150ab54ae861d8a164efcdac9ac4,,legacy records re-scored under the phase-2 metric sensitivity analysis; the generations are unchanged
legacy_rescore_locked2000:bridge_clip_150k_mlp_tuned_ep3::bridge_clip_150k_mlp_tuned_ep3::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_rescore_locked2000:bridge_clip_150k_mlp_tuned_ep3,bridge_clip_150k_mlp_tuned_ep3,eval_2000_qids,,locked_result,clip,mlp256,,3,,,none,bridge_clip_150k_mlp_tuned_ep3,,,,,bridge,text-only floor,2000,1725,exact,1.9,19.3,-17.4,,,,,,,,,,outputs/eval_phase2_rescore/locked2000/bridge_clip_150k_mlp_tuned_ep3_records.json,e5f2810278441b93818cadd12b8d5c5d5ef2cbc52f6779a55ca48486e4510577,,legacy records re-scored under the phase-2 metric sensitivity analysis; the generations are unchanged
legacy_rescore_locked2000:bridge_clip_150k_mlp_tuned_ep3::bridge_clip_150k_mlp_tuned_ep3::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_rescore_locked2000:bridge_clip_150k_mlp_tuned_ep3,bridge_clip_150k_mlp_tuned_ep3,eval_2000_qids,,locked_result,clip,mlp256,,3,,,none,bridge_clip_150k_mlp_tuned_ep3,,,,,bridge,text-only floor,2000,1725,vqa_soft,54.75,30.45,24.3,,,,,,,,,,outputs/eval_phase2_rescore/locked2000/bridge_clip_150k_mlp_tuned_ep3_records.json,e5f2810278441b93818cadd12b8d5c5d5ef2cbc52f6779a55ca48486e4510577,,legacy records re-scored under the phase-2 metric sensitivity analysis; the generations are unchanged
legacy_rescore_locked2000:bridge_dinov2_150k_ep3::bridge_dinov2_150k_ep3::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_rescore_locked2000:bridge_dinov2_150k_ep3,bridge_dinov2_150k_ep3,eval_2000_qids,,locked_result,dinov2,,,3,,,none,bridge_dinov2_150k_ep3,,,,,bridge,text-only floor,2000,1725,exact,3.6,19.3,-15.7,,,,,,,,,,outputs/eval_phase2_rescore/locked2000/bridge_dinov2_150k_ep3_records.json,39b14fd5476f92bb3d53500774c1d84cb6bc36c76edd59b98cfa34c6392683fd,,legacy records re-scored under the phase-2 metric sensitivity analysis; the generations are unchanged
legacy_rescore_locked2000:bridge_dinov2_150k_ep3::bridge_dinov2_150k_ep3::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_rescore_locked2000:bridge_dinov2_150k_ep3,bridge_dinov2_150k_ep3,eval_2000_qids,,locked_result,dinov2,,,3,,,none,bridge_dinov2_150k_ep3,,,,,bridge,text-only floor,2000,1725,vqa_soft,47.3,30.45,16.85,,,,,,,,,,outputs/eval_phase2_rescore/locked2000/bridge_dinov2_150k_ep3_records.json,39b14fd5476f92bb3d53500774c1d84cb6bc36c76edd59b98cfa34c6392683fd,,legacy records re-scored under the phase-2 metric sensitivity analysis; the generations are unchanged
legacy_rescore_locked2000:bridge_dinov2_150k_mlp_ep3::bridge_dinov2_150k_mlp_ep3::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_rescore_locked2000:bridge_dinov2_150k_mlp_ep3,bridge_dinov2_150k_mlp_ep3,eval_2000_qids,,locked_result,dinov2,mlp256,,3,,,none,bridge_dinov2_150k_mlp_ep3,,,,,bridge,text-only floor,2000,1725,exact,13.25,19.3,-6.05,,,,,,,,,,outputs/eval_phase2_rescore/locked2000/bridge_dinov2_150k_mlp_ep3_records.json,a784fecbb5a9d530d23b5b072586ad36ba07a8cfbf933dce141a88afb5338b09,,legacy records re-scored under the phase-2 metric sensitivity analysis; the generations are unchanged
legacy_rescore_locked2000:bridge_dinov2_150k_mlp_ep3::bridge_dinov2_150k_mlp_ep3::vqa_soft,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_rescore_locked2000:bridge_dinov2_150k_mlp_ep3,bridge_dinov2_150k_mlp_ep3,eval_2000_qids,,locked_result,dinov2,mlp256,,3,,,none,bridge_dinov2_150k_mlp_ep3,,,,,bridge,text-only floor,2000,1725,vqa_soft,52.15,30.45,21.7,,,,,,,,,,outputs/eval_phase2_rescore/locked2000/bridge_dinov2_150k_mlp_ep3_records.json,a784fecbb5a9d530d23b5b072586ad36ba07a8cfbf933dce141a88afb5338b09,,legacy records re-scored under the phase-2 metric sensitivity analysis; the generations are unchanged
legacy_rescore_locked2000:bridge_ijepa_150k_mlp_anchor_ep3::bridge_ijepa_150k_mlp_anchor_ep3::exact,legacy_raw_prompt_no_eos,raw_prompt_no_eos,cluster,,legacy_rescore_locked2000:bridge_ijepa_150k_mlp_anchor_ep3,bridge_ijepa_150k_mlp_anchor_ep3,eval_2000_qids,,locked_result,ijepa,mlp256,,3,,,none,bridge_ijepa_150k_mlp_anchor_ep3,,,,,bridge,text-only floor,2000,1725,exact,0.45,19.3,-18.85,,,,,,,,,,outputs/eval_phase2_rescore/locked2000/bridge_ijepa_150k_mlp_anchor_ep3_records.json,ed090ed281ef15fec4ec63781a51de20b0381db7ebb6c33b4ed37fb002c07ee4,,legacy records re-scored under the phase-2 metric sensitivity analysis; the generations are unchanged
