result_id,evidence_layer,experiment_code,split,encoder,connector,augmentation,category,n,metric,model_score,comparator_score,effect,source_artifact
corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep4::bridge_dinov2_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact,corrected_chatml_v1_eos,corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep4,tune_500_qids,dinov2,qformer32,none,exist,98,exact,57.142857,41.836735,15.306122,outputs/eval/tuning/bridge_dinov2_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep4::bridge_dinov2_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact,corrected_chatml_v1_eos,corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep4,tune_500_qids,dinov2,qformer32,none,other,157,exact,40.127389,32.484076,7.643312,outputs/eval/tuning/bridge_dinov2_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep4::bridge_dinov2_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact,corrected_chatml_v1_eos,corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep4,tune_500_qids,dinov2,qformer32,none,relate,175,exact,29.714286,13.714286,16,outputs/eval/tuning/bridge_dinov2_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep4::bridge_dinov2_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep4,tune_500_qids,dinov2,qformer32,none,choose,52,exact_full,61.538462,63.461538,-1.923077,outputs/eval/tuning/bridge_dinov2_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep4::bridge_dinov2_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep4,tune_500_qids,dinov2,qformer32,none,compare,18,exact_full,38.888889,33.333333,5.555556,outputs/eval/tuning/bridge_dinov2_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep4::bridge_dinov2_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep4,tune_500_qids,dinov2,qformer32,none,exist,98,exact_full,57.142857,41.836735,15.306122,outputs/eval/tuning/bridge_dinov2_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep4::bridge_dinov2_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep4,tune_500_qids,dinov2,qformer32,none,other,157,exact_full,40.127389,32.484076,7.643312,outputs/eval/tuning/bridge_dinov2_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep4::bridge_dinov2_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep4,tune_500_qids,dinov2,qformer32,none,relate,175,exact_full,29.714286,13.714286,16,outputs/eval/tuning/bridge_dinov2_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep4::bridge_dinov2_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep4,tune_500_qids,dinov2,qformer32,none,choose,52,vqa_soft,61.538462,65.384615,-3.846154,outputs/eval/tuning/bridge_dinov2_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep4::bridge_dinov2_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep4,tune_500_qids,dinov2,qformer32,none,compare,18,vqa_soft,38.888889,44.444444,-5.555556,outputs/eval/tuning/bridge_dinov2_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep4::bridge_dinov2_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep4,tune_500_qids,dinov2,qformer32,none,exist,98,vqa_soft,57.142857,48.979592,8.163265,outputs/eval/tuning/bridge_dinov2_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep4::bridge_dinov2_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep4,tune_500_qids,dinov2,qformer32,none,other,157,vqa_soft,40.127389,34.394904,5.732484,outputs/eval/tuning/bridge_dinov2_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep4::bridge_dinov2_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep4,tune_500_qids,dinov2,qformer32,none,relate,175,vqa_soft,30.857143,14.285714,16.571429,outputs/eval/tuning/bridge_dinov2_w1qf_bf16_v1_ep4__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep5::bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact,corrected_chatml_v1_eos,corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep5,tune_500_qids,dinov2,qformer32,none,choose,52,exact,61.538462,63.461538,-1.923077,outputs/eval/tuning/bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep5::bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact,corrected_chatml_v1_eos,corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep5,tune_500_qids,dinov2,qformer32,none,compare,18,exact,38.888889,33.333333,5.555556,outputs/eval/tuning/bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep5::bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact,corrected_chatml_v1_eos,corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep5,tune_500_qids,dinov2,qformer32,none,exist,98,exact,57.142857,41.836735,15.306122,outputs/eval/tuning/bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep5::bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact,corrected_chatml_v1_eos,corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep5,tune_500_qids,dinov2,qformer32,none,other,157,exact,38.853503,32.484076,6.369427,outputs/eval/tuning/bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep5::bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact,corrected_chatml_v1_eos,corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep5,tune_500_qids,dinov2,qformer32,none,relate,175,exact,36,13.714286,22.285714,outputs/eval/tuning/bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep5::bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep5,tune_500_qids,dinov2,qformer32,none,choose,52,exact_full,61.538462,63.461538,-1.923077,outputs/eval/tuning/bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep5::bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep5,tune_500_qids,dinov2,qformer32,none,compare,18,exact_full,38.888889,33.333333,5.555556,outputs/eval/tuning/bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep5::bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep5,tune_500_qids,dinov2,qformer32,none,exist,98,exact_full,57.142857,41.836735,15.306122,outputs/eval/tuning/bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep5::bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep5,tune_500_qids,dinov2,qformer32,none,other,157,exact_full,38.853503,32.484076,6.369427,outputs/eval/tuning/bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep5::bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep5,tune_500_qids,dinov2,qformer32,none,relate,175,exact_full,36,13.714286,22.285714,outputs/eval/tuning/bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep5::bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep5,tune_500_qids,dinov2,qformer32,none,choose,52,vqa_soft,61.538462,65.384615,-3.846154,outputs/eval/tuning/bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep5::bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep5,tune_500_qids,dinov2,qformer32,none,compare,18,vqa_soft,38.888889,44.444444,-5.555556,outputs/eval/tuning/bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep5::bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep5,tune_500_qids,dinov2,qformer32,none,exist,98,vqa_soft,57.142857,48.979592,8.163265,outputs/eval/tuning/bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep5::bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep5,tune_500_qids,dinov2,qformer32,none,other,157,vqa_soft,38.853503,34.394904,4.458599,outputs/eval/tuning/bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep5::bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,corrected_tune500:bridge_dinov2_w1qf_bf16_v1_ep5,tune_500_qids,dinov2,qformer32,none,relate,175,vqa_soft,37.142857,14.285714,22.857143,outputs/eval/tuning/bridge_dinov2_w1qf_bf16_v1_ep5__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_ijepa_prec4bit_v1_ep1::bridge_ijepa_prec4bit_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact,corrected_chatml_v1_eos,corrected_tune500:bridge_ijepa_prec4bit_v1_ep1,tune_500_qids,ijepa,,none,choose,52,exact,63.461538,61.538462,1.923077,outputs/eval/tuning/bridge_ijepa_prec4bit_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_ijepa_prec4bit_v1_ep1::bridge_ijepa_prec4bit_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact,corrected_chatml_v1_eos,corrected_tune500:bridge_ijepa_prec4bit_v1_ep1,tune_500_qids,ijepa,,none,compare,18,exact,55.555556,38.888889,16.666667,outputs/eval/tuning/bridge_ijepa_prec4bit_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_ijepa_prec4bit_v1_ep1::bridge_ijepa_prec4bit_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact,corrected_chatml_v1_eos,corrected_tune500:bridge_ijepa_prec4bit_v1_ep1,tune_500_qids,ijepa,,none,exist,98,exact,51.020408,46.938776,4.081633,outputs/eval/tuning/bridge_ijepa_prec4bit_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_ijepa_prec4bit_v1_ep1::bridge_ijepa_prec4bit_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact,corrected_chatml_v1_eos,corrected_tune500:bridge_ijepa_prec4bit_v1_ep1,tune_500_qids,ijepa,,none,other,157,exact,38.216561,29.299363,8.917197,outputs/eval/tuning/bridge_ijepa_prec4bit_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_ijepa_prec4bit_v1_ep1::bridge_ijepa_prec4bit_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact,corrected_chatml_v1_eos,corrected_tune500:bridge_ijepa_prec4bit_v1_ep1,tune_500_qids,ijepa,,none,relate,175,exact,22.285714,14.857143,7.428571,outputs/eval/tuning/bridge_ijepa_prec4bit_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_ijepa_prec4bit_v1_ep1::bridge_ijepa_prec4bit_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_tune500:bridge_ijepa_prec4bit_v1_ep1,tune_500_qids,ijepa,,none,choose,52,exact_full,63.461538,61.538462,1.923077,outputs/eval/tuning/bridge_ijepa_prec4bit_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_ijepa_prec4bit_v1_ep1::bridge_ijepa_prec4bit_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_tune500:bridge_ijepa_prec4bit_v1_ep1,tune_500_qids,ijepa,,none,compare,18,exact_full,55.555556,38.888889,16.666667,outputs/eval/tuning/bridge_ijepa_prec4bit_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_ijepa_prec4bit_v1_ep1::bridge_ijepa_prec4bit_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_tune500:bridge_ijepa_prec4bit_v1_ep1,tune_500_qids,ijepa,,none,exist,98,exact_full,51.020408,46.938776,4.081633,outputs/eval/tuning/bridge_ijepa_prec4bit_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_ijepa_prec4bit_v1_ep1::bridge_ijepa_prec4bit_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_tune500:bridge_ijepa_prec4bit_v1_ep1,tune_500_qids,ijepa,,none,other,157,exact_full,38.216561,29.299363,8.917197,outputs/eval/tuning/bridge_ijepa_prec4bit_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_ijepa_prec4bit_v1_ep1::bridge_ijepa_prec4bit_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_tune500:bridge_ijepa_prec4bit_v1_ep1,tune_500_qids,ijepa,,none,relate,175,exact_full,22.285714,14.857143,7.428571,outputs/eval/tuning/bridge_ijepa_prec4bit_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_ijepa_prec4bit_v1_ep1::bridge_ijepa_prec4bit_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,corrected_tune500:bridge_ijepa_prec4bit_v1_ep1,tune_500_qids,ijepa,,none,choose,52,vqa_soft,63.461538,63.461538,0,outputs/eval/tuning/bridge_ijepa_prec4bit_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_ijepa_prec4bit_v1_ep1::bridge_ijepa_prec4bit_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,corrected_tune500:bridge_ijepa_prec4bit_v1_ep1,tune_500_qids,ijepa,,none,compare,18,vqa_soft,55.555556,38.888889,16.666667,outputs/eval/tuning/bridge_ijepa_prec4bit_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_ijepa_prec4bit_v1_ep1::bridge_ijepa_prec4bit_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,corrected_tune500:bridge_ijepa_prec4bit_v1_ep1,tune_500_qids,ijepa,,none,exist,98,vqa_soft,51.020408,46.938776,4.081633,outputs/eval/tuning/bridge_ijepa_prec4bit_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_ijepa_prec4bit_v1_ep1::bridge_ijepa_prec4bit_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,corrected_tune500:bridge_ijepa_prec4bit_v1_ep1,tune_500_qids,ijepa,,none,other,157,vqa_soft,38.216561,30.573248,7.643312,outputs/eval/tuning/bridge_ijepa_prec4bit_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_ijepa_prec4bit_v1_ep1::bridge_ijepa_prec4bit_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,corrected_tune500:bridge_ijepa_prec4bit_v1_ep1,tune_500_qids,ijepa,,none,relate,175,vqa_soft,22.285714,15.428571,6.857143,outputs/eval/tuning/bridge_ijepa_prec4bit_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_ijepa_precbf16_v1_ep1::bridge_ijepa_precbf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact,corrected_chatml_v1_eos,corrected_tune500:bridge_ijepa_precbf16_v1_ep1,tune_500_qids,ijepa,,none,choose,52,exact,53.846154,63.461538,-9.615385,outputs/eval/tuning/bridge_ijepa_precbf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_ijepa_precbf16_v1_ep1::bridge_ijepa_precbf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact,corrected_chatml_v1_eos,corrected_tune500:bridge_ijepa_precbf16_v1_ep1,tune_500_qids,ijepa,,none,compare,18,exact,50,33.333333,16.666667,outputs/eval/tuning/bridge_ijepa_precbf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_ijepa_precbf16_v1_ep1::bridge_ijepa_precbf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact,corrected_chatml_v1_eos,corrected_tune500:bridge_ijepa_precbf16_v1_ep1,tune_500_qids,ijepa,,none,exist,98,exact,50,41.836735,8.163265,outputs/eval/tuning/bridge_ijepa_precbf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_ijepa_precbf16_v1_ep1::bridge_ijepa_precbf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact,corrected_chatml_v1_eos,corrected_tune500:bridge_ijepa_precbf16_v1_ep1,tune_500_qids,ijepa,,none,other,157,exact,36.305732,32.484076,3.821656,outputs/eval/tuning/bridge_ijepa_precbf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_ijepa_precbf16_v1_ep1::bridge_ijepa_precbf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact,corrected_chatml_v1_eos,corrected_tune500:bridge_ijepa_precbf16_v1_ep1,tune_500_qids,ijepa,,none,relate,175,exact,20,13.714286,6.285714,outputs/eval/tuning/bridge_ijepa_precbf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_ijepa_precbf16_v1_ep1::bridge_ijepa_precbf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_tune500:bridge_ijepa_precbf16_v1_ep1,tune_500_qids,ijepa,,none,choose,52,exact_full,53.846154,63.461538,-9.615385,outputs/eval/tuning/bridge_ijepa_precbf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_ijepa_precbf16_v1_ep1::bridge_ijepa_precbf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_tune500:bridge_ijepa_precbf16_v1_ep1,tune_500_qids,ijepa,,none,compare,18,exact_full,50,33.333333,16.666667,outputs/eval/tuning/bridge_ijepa_precbf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_ijepa_precbf16_v1_ep1::bridge_ijepa_precbf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_tune500:bridge_ijepa_precbf16_v1_ep1,tune_500_qids,ijepa,,none,exist,98,exact_full,50,41.836735,8.163265,outputs/eval/tuning/bridge_ijepa_precbf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_ijepa_precbf16_v1_ep1::bridge_ijepa_precbf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_tune500:bridge_ijepa_precbf16_v1_ep1,tune_500_qids,ijepa,,none,other,157,exact_full,36.305732,32.484076,3.821656,outputs/eval/tuning/bridge_ijepa_precbf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_ijepa_precbf16_v1_ep1::bridge_ijepa_precbf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::exact_full,corrected_chatml_v1_eos,corrected_tune500:bridge_ijepa_precbf16_v1_ep1,tune_500_qids,ijepa,,none,relate,175,exact_full,20,13.714286,6.285714,outputs/eval/tuning/bridge_ijepa_precbf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_ijepa_precbf16_v1_ep1::bridge_ijepa_precbf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,corrected_tune500:bridge_ijepa_precbf16_v1_ep1,tune_500_qids,ijepa,,none,choose,52,vqa_soft,53.846154,65.384615,-11.538462,outputs/eval/tuning/bridge_ijepa_precbf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_ijepa_precbf16_v1_ep1::bridge_ijepa_precbf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,corrected_tune500:bridge_ijepa_precbf16_v1_ep1,tune_500_qids,ijepa,,none,compare,18,vqa_soft,50,44.444444,5.555556,outputs/eval/tuning/bridge_ijepa_precbf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_ijepa_precbf16_v1_ep1::bridge_ijepa_precbf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,corrected_tune500:bridge_ijepa_precbf16_v1_ep1,tune_500_qids,ijepa,,none,exist,98,vqa_soft,50,48.979592,1.020408,outputs/eval/tuning/bridge_ijepa_precbf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
corrected_tune500:bridge_ijepa_precbf16_v1_ep1::bridge_ijepa_precbf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct::vqa_soft,corrected_chatml_v1_eos,corrected_tune500:bridge_ijepa_precbf16_v1_ep1,tune_500_qids,ijepa,,none,other,157,vqa_soft,36.305732,34.394904,1.910828,outputs/eval/tuning/bridge_ijepa_precbf16_v1_ep1__corrected_chatml_v1_eos__tune_500_qids__image_only__direct_records.json
